Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,House_Age_At_Sale,Quality_Area_Interaction,Age_Group
1794,528456190,20,FV,72.0,-0.19139287238664188,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1314.0,1338.0,GasA,Ex,Y,SBrkr,1338,0,0,1338,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,RFn,2.0,598.0,TA,TA,Y,0,141,0,0,0,0,,,,0,11,2007,New,Partial,208900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,10704,New
1795,528456230,20,FV,75.0,-0.1456998980598318,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1335.0,1335.0,GasA,Ex,Y,SBrkr,1335,0,0,1335,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,RFn,2.0,575.0,TA,TA,Y,0,210,0,0,0,0,,,,0,6,2007,New,Partial,210400.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1,9345,New
1796,528458080,60,FV,72.0,-0.19139287238664188,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,350.0,Unf,0.0,546.0,896.0,GasA,Ex,Y,SBrkr,896,896,0,1792,0.0,0.0,2,1,3,1,Gd,8,Typ,0,,Attchd,2007.0,Fin,2.0,590.0,TA,TA,Y,184,96,0,0,0,0,,,,0,11,2007,New,Partial,255000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,14336,New
1797,528458090,60,FV,81.0,0.03339117631552663,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,CBlock,Gd,TA,,Unf,0.0,Unf,0.0,725.0,725.0,GasA,Ex,Y,SBrkr,725,863,0,1588,0.0,0.0,3,0,3,1,Gd,8,Typ,0,,Attchd,2007.0,Unf,2.0,561.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2007,New,Partial,212109.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,7940,New
1798,528458120,60,FV,75.0,-0.1456998980598318,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1088.0,1088.0,GasA,Ex,Y,SBrkr,1088,871,0,1959,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3.0,1025.0,TA,TA,Y,208,46,0,0,0,0,,,,0,12,2007,WD ,Normal,270000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1,15672,New
1799,528458130,60,FV,75.0,-0.1456998980598318,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64.0,Unf,0.0,1120.0,1184.0,GasA,Ex,Y,SBrkr,1184,1426,0,2610,0.0,0.0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,550.0,TA,TA,Y,208,364,0,0,0,0,,,,0,8,2007,New,Partial,303477.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,20880,New
1800,528458150,60,FV,112.0,0.26261759752169056,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2007,2007,Hip,CompShg,WdShing,Wd Shng,,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,745.0,Unf,0.0,210.0,955.0,GasA,Ex,Y,SBrkr,955,925,0,1880,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,880.0,TA,TA,Y,168,127,0,0,0,0,,,,0,12,2007,New,Partial,310013.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,15040,New
1801,528477020,20,FV,84.0,0.12033475246515137,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1632.0,1656.0,GasA,Ex,Y,SBrkr,1656,0,0,1656,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,3.0,826.0,TA,TA,Y,0,146,0,0,0,0,,,,0,7,2007,WD ,Normal,249700.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1,13248,New
1802,528480020,60,FV,84.0,0.007498490863667578,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,874.0,874.0,GasA,Ex,Y,SBrkr,874,887,0,1761,0.0,0.0,3,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,2.0,578.0,TA,TA,Y,144,105,0,0,0,0,,,,0,8,2007,New,Partial,227875.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,12327,New
1803,528480180,20,FV,84.0,0.037071999247408546,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,,0.0,Ex,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1574.0,1574.0,GasA,Ex,Y,SBrkr,1584,0,0,1584,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2007.0,Fin,2.0,594.0,TA,TA,Y,0,256,0,0,0,0,,,,0,5,2007,New,Partial,261329.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,12672,New
1804,528482010,20,FV,100.0,0.2127361005482562,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1685.0,1685.0,GasA,Ex,Y,SBrkr,1685,0,0,1685,0.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,Fin,3.0,658.0,TA,TA,Y,112,63,0,0,0,0,,,,0,4,2007,WD ,Normal,253000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1,13480,New
1805,528482030,60,FV,85.0,0.06055311105424151,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,353.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1158.0,1158.0,GasA,Ex,Y,SBrkr,1158,1285,0,2443,0.0,0.0,2,1,4,1,Gd,9,Min2,1,Gd,BuiltIn,2004.0,RFn,3.0,744.0,TA,TA,Y,193,127,0,0,0,0,,,,0,6,2007,WD ,Normal,265000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,14658,New
1806,528482090,60,FV,102.0,0.1263002241133738,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1580.0,1580.0,GasA,Ex,Y,SBrkr,1580,886,0,2466,0.0,0.0,3,0,4,1,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,2.0,610.0,TA,TA,Y,159,214,0,0,0,0,,,,0,12,2007,WD ,Normal,340000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,19728,New
1807,531363020,20,RL,63.0,-0.3360872910882072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1100.0,1100.0,GasA,Ex,Y,SBrkr,1100,0,0,1100,0.0,0.0,1,1,3,1,TA,6,Typ,0,,,1979.0,,0.0,0.0,,,Y,0,136,0,0,0,0,,,,0,6,2007,New,Partial,146000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1,6600,New
1808,531363040,20,RL,63.0,-0.3360872910882072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,Ex,Y,SBrkr,1143,0,0,1143,0.0,0.0,1,1,3,1,Gd,5,Typ,0,,,1979.0,,0.0,0.0,,,Y,0,55,0,0,0,0,,,,0,10,2007,WD ,Normal,147000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1,8001,New
1809,531375140,20,RL,60.0,0.2921911059054315,Pave,,Reg,Lvl,AllPub,Inside,Gtl,RRAe,Norm,1Fam,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,126.0,Gd,TA,PConc,Gd,TA,No,GLQ,729.0,Unf,0.0,365.0,1094.0,GasA,Ex,Y,SBrkr,1094,0,0,1094,1.0,0.0,1,0,3,1,Gd,6,Typ,0,,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2007,WD ,Normal,149000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,4,5470,New
1810,531376060,20,RL,65.0,-0.3435758618806566,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1461.0,1461.0,GasA,Ex,Y,SBrkr,1486,0,0,1486,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,2.0,566.0,TA,TA,Y,0,32,0,0,0,0,,,,0,6,2007,WD ,Normal,181000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1,10402,New
1811,531380110,60,RL,70.0,-0.21398550969267574,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,814.0,Unf,0.0,114.0,928.0,GasA,Ex,Y,SBrkr,936,785,0,1721,0.0,1.0,2,1,3,1,Gd,7,Typ,0,,Attchd,1994.0,RFn,2.0,471.0,TA,TA,Y,300,87,0,0,0,0,,,,0,7,2007,WD ,Normal,201000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,13,10326,Moderate
1812,531384070,60,RL,68.0,0.18595494059559808,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,5,1993,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,480.0,Unf,0.0,384.0,864.0,GasA,Ex,Y,SBrkr,920,900,0,1820,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,1993.0,RFn,2.0,492.0,TA,TA,Y,144,85,0,0,0,0,,GdPrv,,0,5,2007,WD ,Normal,191750.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,14,10920,Moderate
1813,531385070,20,RL,65.0,-0.21550860883690276,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1349.0,1349.0,GasA,Ex,Y,SBrkr,1349,0,0,1349,0.0,0.0,2,0,3,1,TA,6,Typ,0,,Attchd,2000.0,Unf,2.0,539.0,TA,TA,Y,120,55,0,0,0,0,,GdPrv,,0,12,2007,WD ,Normal,179000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,9443,New
1814,531385130,20,RL,68.0,0.7676518887616276,Pave,,IR3,Low,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1443.0,Unf,0.0,39.0,1482.0,GasA,Ex,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1998.0,RFn,2.0,514.0,TA,TA,Y,402,25,0,0,0,0,,,,0,8,2007,WD ,Normal,215000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,10458,New
1815,531451030,120,RL,50.0,-0.27110172760118834,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430.0,Unf,0.0,1145.0,1575.0,GasA,Gd,Y,SBrkr,1575,0,0,1575,1.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,1992.0,RFn,2.0,529.0,TA,TA,Y,0,0,52,0,0,0,,,,0,7,2007,WD ,Normal,179200.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,15,9450,Moderate
1816,531451150,160,RL,50.0,-0.27110172760118834,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,Ex,Y,SBrkr,630,636,0,1266,0.0,0.0,1,1,2,1,TA,5,Typ,2,TA,Attchd,1980.0,RFn,1.0,283.0,TA,TA,Y,340,0,0,0,0,0,,MnPrv,,0,7,2007,WD ,Normal,128000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,27,7596,Moderate
1817,531453140,85,RL,68.0,-0.12285341089642675,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,747.0,LwQ,93.0,0.0,840.0,GasA,Gd,Y,SBrkr,884,0,0,884,1.0,0.0,1,0,2,1,Gd,5,Typ,0,,Attchd,1983.0,RFn,2.0,504.0,TA,Gd,Y,240,0,0,0,0,0,,MnPrv,,0,12,2007,WD ,Normal,144000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,24,4420,Moderate
1818,531477040,90,RH,60.0,-0.22185485527118193,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,Duplex,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,2020,0,0,2020,0.0,0.0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2.0,630.0,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2007,WD ,Normal,144000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,30,10100,Moderate
1819,532353120,20,RL,64.0,-0.49030107944119117,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,No,LwQ,138.0,Rec,351.0,405.0,894.0,GasA,TA,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1979.0,Unf,1.0,308.0,TA,TA,Y,192,0,0,0,0,0,,,,0,3,2007,WD ,Normal,120750.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,30,4470,Moderate
1820,532354010,20,RL,80.0,-0.21170086097633525,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,630.0,Unf,0.0,340.0,970.0,GasA,TA,Y,SBrkr,970,0,0,970,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1996.0,Unf,2.0,624.0,TA,TA,Y,0,24,0,0,192,0,,,,0,7,2007,WD ,Normal,132500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,44,4850,Old
1821,532354060,20,RL,70.0,-0.3462412853830538,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,417.0,Unf,0.0,640.0,1057.0,GasA,TA,Y,SBrkr,1057,0,0,1057,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1977.0,Fin,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2007,WD ,Normal,132000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,45,5285,Old
1822,532354070,20,RL,68.0,-0.3033406594873266,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,588.0,Unf,0.0,411.0,999.0,GasA,Gd,Y,SBrkr,999,0,0,999,1.0,0.0,1,0,3,1,Gd,6,Typ,0,,Detchd,1963.0,Unf,1.0,264.0,TA,TA,Y,0,132,0,0,0,0,,,,0,3,2007,WD ,Normal,132500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,45,4995,Old
1823,532376040,20,RL,85.0,-0.40335750329156644,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932.0,Unf,0.0,108.0,1040.0,GasA,TA,Y,SBrkr,1120,0,0,1120,1.0,0.0,1,1,3,1,Fa,5,Typ,0,,Attchd,1961.0,RFn,2.0,544.0,TA,TA,Y,168,0,0,0,0,0,,,Shed,400,5,2007,WD ,Normal,129000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,46,4480,Old
1824,532376090,20,RL,40.0,0.4474202936879002,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,RRAe,Norm,1Fam,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1140.0,1140.0,GasA,TA,Y,SBrkr,1696,0,0,1696,0.0,0.0,1,1,3,1,TA,8,Min2,1,TA,Attchd,1962.0,RFn,1.0,349.0,TA,TA,Y,0,30,0,0,0,0,,,,0,3,2007,WD ,Normal,143900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,45,8480,Old
1825,532377050,20,RL,84.0,-0.33913348937666116,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Rec,812.0,Unf,0.0,228.0,1040.0,GasA,TA,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,TA,5,Typ,0,,Detchd,1991.0,Fin,2.0,686.0,TA,TA,Y,188,0,0,0,0,0,,,,0,6,2007,WD ,Normal,145000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,39,5200,Old
1826,532377140,20,RL,68.0,-0.02575584045195532,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,TA,No,Rec,827.0,Unf,0.0,161.0,988.0,GasA,TA,Y,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1963.0,Unf,2.0,572.0,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2007,WD ,Normal,128500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,46,4940,Old
1827,532378240,20,RL,68.0,-0.5045166714539765,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,TA,TA,CBlock,TA,TA,No,GLQ,599.0,Unf,0.0,277.0,876.0,GasA,TA,Y,SBrkr,902,0,0,902,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1967.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2007,WD ,Normal,125500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,40,4510,Old
1828,532476080,60,RL,68.0,1.1898042015698784,Pave,,IR1,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,272.0,Gd,TA,PConc,Gd,TA,No,GLQ,727.0,Unf,0.0,496.0,1223.0,GasA,Gd,Y,SBrkr,1271,1232,0,2503,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,2.0,564.0,TA,TA,Y,0,99,0,0,182,0,,,,0,2,2007,WD ,Normal,300000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,17,17521,Moderate
1829,532477040,60,RL,68.0,0.9384928427724231,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125.0,ALQ,1031.0,36.0,1192.0,GasA,TA,Y,SBrkr,1516,651,0,2167,1.0,0.0,2,1,3,1,Gd,9,Typ,2,Gd,Attchd,1974.0,RFn,2.0,518.0,TA,TA,Y,220,47,0,0,0,0,,MnPrv,,0,7,2007,WD ,Normal,294000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,33,15169,Old
1830,532479050,20,RL,44.0,0.07654565206862504,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,RRAe,Norm,1Fam,5,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,TA,CBlock,Fa,TA,Gd,ALQ,787.0,Unf,0.0,250.0,1037.0,GasA,TA,Y,SBrkr,1037,0,0,1037,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1974.0,RFn,2.0,431.0,TA,TA,Y,136,47,0,0,0,0,,,,0,8,2007,WD ,Normal,129000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,33,5185,Old
